s1,class1,ex1,s2,class2,ex2,score
18110250,03DT,Ex1,15110134,08CLC,Ex1,0.7900798726589122
18110250,03DT,Ex1,15110134,08CLC,Ex3,0.7248828948712817
18110250,03DT,Ex1,15110134,08CLC,Ex2,0.7400413932425253
18110250,03DT,Ex1,15110134,08CLC,Ex4,0.7058123449484507
18110250,03DT,Ex1,15110353,04DT,Ex7,0.6354451778180459
18110250,03DT,Ex1,15110353,04DT,Ex5,0.7006130995006736
18110250,03DT,Ex1,15110353,04DT,Ex1,0.7986192450575207
18110250,03DT,Ex1,15110353,04DT,Ex8,0.6502147966583963
18110250,03DT,Ex1,15110353,04DT,Ex6,0.6385392709960078
18110250,03DT,Ex1,15110353,04DT,Ex4,0.7157535897059875
18110250,03DT,Ex1,16110253,09CLC,Ex1,0.9065022177474443
18110250,03DT,Ex1,16110253,09CLC,Ex3,0.7308031302690506
18110250,03DT,Ex1,16110253,09CLC,Ex2,0.7461503575829899
18110250,03DT,Ex1,16110253,09CLC,Ex4,0.709546846534134
18110250,03DT,Ex1,16110261,08CLC,Ex5,0.6507061517014749
18110250,03DT,Ex1,16110261,08CLC,Ex1,0.8939497775652192
18110250,03DT,Ex1,16110261,08CLC,Ex2,0.7302023501231752
18110250,03DT,Ex1,16110261,08CLC,Ex6,0.647486120564132
18110250,03DT,Ex1,16110261,08CLC,Ex4,0.6958692299908605
18110250,03DT,Ex1,16110585,08CLC,Ex1,0.9057981479306554
18110250,03DT,Ex1,16119045,09CLC,Ex5,0.6818108917637304
18110250,03DT,Ex1,16119045,09CLC,Ex1,0.8982484926378107
18110250,03DT,Ex1,16119045,09CLC,Ex3,0.7330810585442711
18110250,03DT,Ex1,16119045,09CLC,Ex2,0.7434341684881464
18110250,03DT,Ex1,16119045,09CLC,Ex6,0.668793115750361
18110250,03DT,Ex1,16119045,09CLC,Ex4,0.7197877076065656
18110250,03DT,Ex1,17110010,02CLC,Ex7,0.6363645612614827
18110250,03DT,Ex1,17110010,02CLC,Ex5,0.6812084836087057
18110250,03DT,Ex1,17110010,02CLC,Ex1,0.843906578051268
18110250,03DT,Ex1,17110010,02CLC,Ex3,0.6803454514752086
18110250,03DT,Ex1,17110010,02CLC,Ex8,0.6283093483424654
18110250,03DT,Ex1,17110010,02CLC,Ex2,0.7445899844169617
18110250,03DT,Ex1,17110010,02CLC,Ex6,0.6735460501052065
18110250,03DT,Ex1,17110010,02CLC,Ex4,0.6803454514752086
18110250,03DT,Ex1,17110021,01CLC,Ex2,0.7437090810388327
18110250,03DT,Ex1,17110030,01CLC,Ex7,0.6430144172290276
18110250,03DT,Ex1,17110030,01CLC,Ex5,0.6572279236055313
18110250,03DT,Ex1,17110030,01CLC,Ex1,0.82266140492951
18110250,03DT,Ex1,17110030,01CLC,Ex3,0.7061406317746864
18110250,03DT,Ex1,17110030,01CLC,Ex8,0.6119414549408384
18110250,03DT,Ex1,17110030,01CLC,Ex2,0.7336643185805191
18110250,03DT,Ex1,17110030,01CLC,Ex6,0.646724691976121
18110250,03DT,Ex1,17110030,01CLC,Ex4,0.680567139204134
18110250,03DT,Ex1,17110033,02CLC,Ex7,0.6356264313908069
18110250,03DT,Ex1,17110033,02CLC,Ex5,0.6566845493709169
18110250,03DT,Ex1,17110033,02CLC,Ex1,0.8026371507985252
18110250,03DT,Ex1,17110033,02CLC,Ex3,0.7014674605042847
18110250,03DT,Ex1,17110033,02CLC,Ex8,0.6203761619577198
18110250,03DT,Ex1,17110033,02CLC,Ex2,0.7380669666575147
18110250,03DT,Ex1,17110033,02CLC,Ex6,0.6438522843214182
18110250,03DT,Ex1,17110033,02CLC,Ex4,0.7029710502624512
18110250,03DT,Ex1,17110048,02CLC,Ex7,0.6331595854423836
18110250,03DT,Ex1,17110048,02CLC,Ex5,0.6874114308992157
18110250,03DT,Ex1,17110048,02CLC,Ex1,0.828239752668323
18110250,03DT,Ex1,17110048,02CLC,Ex3,0.7035961671992466
